"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30","s31"
"CLUL1",3.2939158018,5.3608330008,3.389037567,5.0666829778,3.9727816274,5.1430305579,4.7238222193,5.2041916345,5.385672409,5.4369666866,4.0047489489,5.0203379258,4.1381540187,5.7230728064,3.970648428,3.1360329383,4.2085471701,4.6488940935,5.0082056442,2.9739438986,3.4801000831,2.6327527391,4.3485523206,3.6663312548,5.058678979,3.4297554054,4.1799815503,4.7327035312,4.3350486419,5.4031848065,3.34760985
"NARG1L",7.345039986,7.6294192289,7.6896950103,7.1955157783,6.543101108,8.1473764785,5.9855584078,8.3284811765,8.6405718925,7.6914143065,7.1502769978,6.7021772683,8.2888931117,7.98777018,6.2953973182,7.5484217988,7.3984548817,6.8030731534,7.3458399964,6.8234862159,6.3903947874,6.400945672,8.434019016,5.4901594336,5.1176471149,7.0731933188,6.6656419687,5.6647631747,7.49884933,5.0714593288,7.0783080158
"SLPI",10.4798583477,13.1189314281,8.2395430669,8.355835575,9.4659799,12.5811345553,8.1993965857,11.1976262707,10.3378353971,12.9603035478,9.3281455445,11.9054864424,3.4534045149,12.6385537565,12.4937314582,7.7829075292,4.3964643961,12.8685723391,10.2674757089,11.2726439322,9.3799167063,10.685650496,11.6369384086,11.4193151254,12.6529449699,9.7820407176,12.3267256856,10.0352177999,11.1503278601,13.0449145398,11.481382333
"HSPA4",5.2758706134,6.7441139576,5.7211874834,5.7058627325,5.2903415616,7.0059741494,6.5080068099,6.5603754688,5.78362424,6.2445663553,6.5054678605,5.8457903676,6.3213353569,6.2971487578,6.0404873633,5.0747861986,5.9623981665,6.6307397699,6.1613615886,5.9060516211,7.401234006,5.913023746,5.981209931,7.1234772299,6.005537538,5.477503804,5.3230628186,6.5318585699,5.3697296029,5.7186928357,6.293778674
"RALGDS",5.8302039664,6.1245144156,6.2217212718,5.9696870046,5.7419093785,5.743187326,6.2023503782,6.3871710733,6.1039515255,5.8566596603,5.7380728286,6.0912087316,5.8980359461,6.2680076521,6.2631182295,5.967039333,5.3685671696,5.4959226519,5.0050687694,5.4724407808,5.1542175248,5.6587394433,6.1642765448,6.7630364716,5.7036757544,5.3608959335,5.4192515797,6.2703448273,5.7900147373,5.7838404219,6.4230227957
"TAZ",11.6782068168,11.6765353013,11.5967068759,11.703204561,11.7431871679,11.3016031854,11.9229780409,11.5575400041,11.8335581294,11.8208596036,12.1932545332,11.7259548618,11.5575400041,11.848744851,11.7776823672,11.9279145915,12.2772621675,11.6323152446,11.8349324781,11.5134391316,11.4989568601,11.6939286725,11.9815919924,11.7985623472,11.8152919834,12.3133548925,11.8985778357,12.2853081595,11.9986210087,11.946439335,12.0237332924
"PVRL2",7.0852736938,6.7848717578,6.2098802261,6.7932190219,6.1260447504,6.4604870547,7.0429163174,6.1483442491,6.3470702717,5.3027827413,5.6365967986,6.0751936232,5.4855177277,5.3103483166,6.8276831156,6.1076833269,5.7471331328,5.7980642099,5.9199778168,5.9358452645,7.2465127028,5.8652104331,5.1520905986,5.8105482657,6.574491871,5.8736092867,5.8779558838,5.5807946239,5.227172522,5.3089645946,6.8646912311
"RPL14",3.4348092193,3.3440455952,4.535046417,4.7247820515,3.197991705,4.6940436527,4.3254805819,4.814942524,3.9912039933,3.4872906202,4.0109779512,3.276676204,4.4278569792,4.2186756921,3.8832637339,3.4776685386,4.5108709744,4.0692267983,3.9285169582,3.3645074552,3.9462168044,4.4192150605,3.4189670971,4.4287984567,3.9398356604,2.5396163228,2.617302633,4.638697056,3.1132371281,4.3034359239,4.0614881525
"YWHAE",7.0636405963,7.1677469654,7.4166334206,7.364361926,7.0605323311,7.1278379297,7.4578658252,7.5192796216,7.3600795281,6.5891969982,8.8260216736,7.222568925,4.1932005715,7.8114289136,6.9727475033,6.4947444374,4.4134757481,7.0400563555,7.3653037976,7.9376919037,7.4238099747,6.4899132898,7.6282142593,8.1610779945,7.433170903,8.394521995,7.6469954151,8.1960480754,7.5268789984,7.179610624,7.9083218943
"SIPA1",9.1970896552,8.2748507363,9.6418978233,9.8837847749,9.5272403552,8.5733940943,9.243372675,8.7841434579,9.1446711169,8.8282473255,8.9128465762,8.6092775416,9.5527012954,8.6307506216,8.5963989455,9.6392644029,8.8893798492,8.4658190524,9.1818792358,9.0286353401,7.5363250375,9.7778296423,9.1072180962,7.6689649832,8.680739971,8.7284447035,8.2609068371,9.1845048923,8.7974177416,8.3440119781,8.540804578
"RACGAP1",6.3941094904,7.104257698,6.8460770791,6.4060464863,4.8030170966,8.3034874413,5.5791135343,8.0635357757,7.924102793,7.5846759181,7.1908840287,7.3775796494,4.9224426331,8.3460890383,7.3727724796,5.4742018337,3.5948431065,7.4399162779,6.944256795,7.4118221982,6.5260941916,6.2122221871,8.1168771805,6.5966158152,7.0116225808,7.0620258111,6.4549708743,6.5024065816,7.3451619804,7.4261154391,7.0820687715
"CD160",9.1586369326,9.6113519097,9.4534872046,8.7230800866,9.2230265502,9.5096016748,9.2778015304,8.895195899,9.3181864617,9.9788645356,9.2372823877,9.4181505246,8.841865227,9.3315707658,9.4467128354,9.0224420958,9.261762926,9.9481553214,9.1559468621,9.1845048923,9.2060546611,9.1188940097,9.3947776304,8.9365791085,9.910370051,9.3415640231,9.4944816355,9.7569321676,9.6884948487,10.2999653805,8.9690760718
"GNG2",4.0010239607,5.7519440733,2.3913995526,2.5996570997,2.7762825649,4.6372645261,2.4636573503,4.2647224646,5.4064496568,4.532214304,2.8194126141,5.1088401124,3.5297899744,6.1656136684,4.48877846,2.5815675342,2.8072902507,5.8666347785,3.518679721,4.8132555467,2.4233861971,2.7895306391,3.9478645537,3.1073277215,3.4497417274,3.2405116824,4.2430098613,2.7444936179,4.8989092903,4.1075393494,4.8560324667
"ARNT",7.9829213391,8.3785271667,9.3727237207,9.2313845443,8.4718322222,9.6145535466,9.3320398766,8.6267146353,9.0565564474,9.0759040151,9.9376757513,8.734588166,6.833158178,8.5175885063,8.446630762,8.4125317097,8.1061396883,8.841865227,8.7303379026,8.7747258521,8.7843129555,7.820497102,8.6754062975,9.680443405,8.2783551484,9.4866893937,8.6224585171,9.6795348937,9.5352763487,8.7571748694,8.8759942688
"FANCC",4.5227459048,4.5749967632,4.5926076769,4.3560670913,5.0884128043,5.3463201388,5.3112306044,3.8574780304,5.3046667135,5.2619564063,5.502624584,5.5355709476,4.1026100779,4.7015838926,4.1608355123,5.3406939478,4.7120606974,5.6895390939,4.1461442145,5.3463201388,3.561713597,4.6972887431,4.823233905,5.2687038466,4.8530290465,4.6551659383,4.7044080066,5.5807946239,5.2225450289,5.1510490871,4.9476678898
"TMEM199",6.2950836509,6.9974576038,6.0874939966,6.1947472137,6.4050078454,5.1030994807,5.3383950749,5.9906903278,6.5211004057,6.6041758103,5.3802312168,5.9654620002,7.2170999955,6.8279448629,5.4812705221,5.8642053431,5.6821804175,5.4104678491,5.2797262328,5.9309129559,5.0943544647,6.1820196617,5.986017132,5.8163082717,5.058678979,4.9098327875,6.2853008594,4.9390980254,5.9857772766,6.3610483122,6.3492890009
"EIF3H",3.983749763,3.7059767661,2.9317108649,3.4233819321,4.3732267384,3.5017526607,2.9328692486,4.0635401527,4.0518894051,3.6916037501,3.0554899291,3.2242439212,8.1231740497,5.6006250947,2.6089687129,3.3811998015,6.0923752382,2.5600763783,3.3408059837,4.0960146419,3.1260186087,5.3307921588,3.0287540757,2.9915927134,5.1247557376,4.3929625089,5.1304980219,3.0384974847,3.9396053278,4.2358466681,3.9169732228
"STX7",3.8701462995,4.322314516,5.9691651048,6.0163448442,5.3643201003,3.8307843112,5.631718581,4.804800026,5.6686799945,6.1222358252,6.5597315456,4.8057938448,7.2103314199,3.2440701686,5.0027513781,6.0904477887,6.9564134024,4.5479081021,5.2278348855,4.1815297616,4.7073641052,5.1600488478,5.684653207,6.3768059947,5.5234703057,6.0770368322,4.9814151032,6.151392404,5.1535136565,5.2226416572,5.8285054214
"LOC642399",4.8955861451,4.3784737212,6.1548235613,5.5347050497,5.677982897,5.920973668,4.2703482738,5.0124933933,4.3625618004,5.2414434672,5.5197960322,5.5585310275,7.1685265396,5.2531079319,4.034838079,5.6783280538,6.3184495128,4.4283359689,4.9648377082,5.483833207,5.8897606927,4.8576421898,4.945634391,4.8778847357,5.1834538142,4.2884476073,4.7503501588,6.0922393875,5.2539693775,5.4066031037,5.3496423447
"LAMA1",8.0477389019,6.9830632945,8.4865376109,8.5116761725,8.3857811079,7.0478473076,7.8266588746,7.6647244689,7.620385686,7.1640646431,7.5571915863,7.4504787329,9.0752595734,6.7554575989,7.7369900567,8.4349439754,8.2981587077,6.9497881841,8.0635357757,7.6426923503,7.9195239922,8.0727527547,7.6330093643,7.0514120134,7.1718177484,7.7436583388,6.7504025043,7.4729754938,7.6020223561,6.9652247553,7.6561744209
"GGA2",5.8858601822,5.9187771648,4.3001316898,4.8800970131,3.8136708954,5.8629586154,5.480758482,5.6965917623,3.659945836,3.6399347213,4.5607271899,4.5610540487,4.5705007948,3.2979918917,4.6457602938,5.2532263032,5.5167642657,4.8995071521,6.0015399177,5.7058627325,6.2738698677,6.5598725094,4.3880506323,5.9668555028,5.8213225014,5.7482398525,4.5694912108,4.3944483716,3.6964003628,4.2530692743,3.5124509802
"RAB32",9.5573459457,9.825282781,10.5844916021,11.0821318026,9.9584274419,10.6861066172,11.2839086559,10.9146198207,10.4272367155,10.0849680539,10.3639606496,10.1686347926,10.4110912222,9.7894996389,9.8903420558,11.5851894867,10.4680580965,9.2168048698,11.0625221788,9.9390959246,10.7477600318,10.3406746096,10.4174520055,10.3500126941,10.5932785604,10.7279661281,10.4287448419,11.0723790417,10.5523573272,9.9640480241,10.4043755811
"RFX7",10.5932785604,11.7545151148,9.8692034218,9.9677204189,10.1891007549,10.822492134,10.4484177162,10.9356482269,10.7866086098,11.6212344605,10.5741289508,11.1673090328,9.3937133256,11.5639004154,11.4123586646,9.6930739468,8.8576438911,11.7901806982,10.1512583491,10.7882419027,9.7748249628,10.4383809795,10.6873435444,11.2903325188,11.3662982007,10.1339781099,10.8245402955,10.9534873767,10.3582646025,12.5583224666,10.7229022202
"MGC42630",7.2506172624,7.2705020172,6.2509706618,6.001208207,6.4749661263,7.1502769978,7.399679695,7.4111063372,5.2768582057,5.0661028907,5.7487391065,6.8453955661,6.5547301321,5.0686556912,6.4068957379,5.6631433622,6.7780123713,6.5855310598,7.735428368,7.5989138439,7.9754742379,8.1076046996,5.9785136136,7.4793212375,7.8115837483,6.9937652867,7.246629689,5.7704940136,4.5176356832,4.5169438262,6.0083353386
"GBP1",7.4606218782,7.7704791527,7.6144345017,7.4191960306,7.6930967885,7.3042695265,7.5127288751,7.8556141078,7.5893478322,7.5678508797,7.4496923237,7.4622715397,7.4464934252,7.2775647061,7.3539773484,7.1645661458,7.5416372344,7.3739297498,7.3258962326,8.1295702656,7.5238765042,6.0071228807,7.630762908,7.0682279211,7.8086561127,7.5697787194,7.8605196215,8.1706852499,7.8557424676,7.7890551396,7.3319240119
"ZNF711",5.4258981107,5.2221763898,5.6629487805,6.5163190131,4.0344493627,5.9889440901,5.9400882716,6.9038893045,6.0809358212,5.4269718092,6.1057194425,6.2661482413,6.9377211798,6.2680076521,5.3888707168,4.7912912194,4.1039381562,4.5056536177,5.8679460029,4.8960071281,5.0540045324,6.2315954073,6.096657898,4.6331866505,4.5186848971,3.9654154417,4.6548014578,3.3140133503,4.1547647776,4.9713627507,5.4145429559
"PRSS23",8.2395430669,8.7824861369,7.9465024013,7.7368705606,9.415849166,8.2726195026,6.8851343595,8.3658876693,9.3127622181,9.0313451533,7.3949235128,8.4453250169,8.1815172744,9.1368141492,8.5861990595,8.854252351,9.2058181688,8.5223874698,8.3271537423,8.7958387975,8.3416874097,8.7637634555,8.3715107142,8.6614263499,8.9168034785,8.2256017692,9.4351395536,7.4819309533,8.8833949914,9.3850858969,8.9663582562
"NOP58",8.729835805,9.8173263822,8.7600785892,9.2475273357,9.1175791456,9.3846328323,9.6919996408,9.0551915314,9.3620841391,9.4412703,9.9490180662,9.6378726269,7.5422563537,9.6068214868,8.9703987223,9.06032149,8.9747740452,9.6348618312,9.243092673,9.8256734555,6.7631237752,9.0065994596,9.4536956596,8.0213808497,9.986207552,10.0081194067,9.4246886574,9.2663021507,9.6543318101,9.4357422745,9.4383128524
"LOC100128888",6.6763643219,6.0348014848,5.6554220886,6.0889047742,5.4272135629,5.8144849995,5.9551057667,6.6620742726,5.9593333784,5.3973143417,5.415695192,6.0168039998,7.3034344293,5.0686556912,6.5051800207,6.0555535981,6.1094131277,6.0743637473,5.862427518,5.3432187483,6.9960342347,6.3860203134,5.7098049328,6.021787239,4.8198240738,5.7552951083,5.3543390101,4.9925433779,4.3225307805,3.9613267135,5.9887225143
"TTF2",7.5802132063,6.6947877616,8.0233003161,7.7446705342,7.8279385665,7.9001168165,7.3057937776,8.0526193197,7.3816327902,7.7851385217,8.1557373799,7.7050472666,8.5607971717,8.398011057,7.8337350546,8.4906090132,8.3952863011,7.748008229,8.0250481962,8.2459474425,8.4907795813,7.9558584941,8.4148997299,7.2545879322,7.5891598292,8.6096807096,7.6631240167,7.8747779052,9.1099144363,7.398305037,8.2190336097
"EIF3L",11.9539968767,11.4098093794,12.0414736155,11.7938682016,11.9023784879,11.421630102,11.2299602899,11.8938321567,11.8580529597,11.4193151254,11.3553765309,11.6120585057,12.1401612608,11.1936592348,11.9749155852,11.8070830727,11.6048088357,11.5661041545,11.411109879,11.1320048262,11.6078344122,11.8284819278,11.8953085309,10.735872078,11.3515991786,11.4744235311,11.481382333,11.6573042111,11.5547721363,11.5383839912,11.4098093794
"KIAA1128",6.005537538,6.2604649801,3.8346857536,4.2811859338,4.7401002981,4.4123675755,5.5506070922,5.5298486842,6.1131290076,5.6681259213,4.8211739959,5.551702489,5.3622496418,6.011751774,4.5981184247,5.1911565365,4.8054301927,5.292823307,5.3225238091,3.9733015736,4.8871865701,4.9280479571,6.0785897006,4.4363038578,5.3380931329,5.3489946586,4.945634391,4.3643163715,5.5906680158,5.9313464816,4.3560310813
"C1orf74",5.1658530619,4.0572580958,5.2115638382,4.8569767265,4.7732079567,4.7276181425,4.7906327247,3.8504480436,4.1372439132,4.814373746,4.4397006811,4.7748711513,4.2817347542,4.8489325693,4.3821623248,4.2029225186,4.7779596274,3.7785768191,4.8102203084,4.5749334728,4.4818725912,5.709173914,5.1304980219,5.6773472868,4.4360057778,4.8842221832,4.4004589094,4.6221354744,3.9692322561,4.9414309997,4.3560310813
"AP1M1",9.1996730625,9.0961913212,9.6766772985,9.6063496295,9.1677558428,9.3955153543,9.4587787687,9.2844203329,9.5929721802,9.4791651275,9.6136483347,9.1931974815,10.0464447976,9.3885042427,9.1953766486,9.6532016501,9.6373773874,9.2445027763,9.6145535466,8.854252351,9.543847121,9.4526836353,9.7644061298,8.1410113655,9.6216897206,9.3289704651,9.2364250459,9.8208736946,9.3890474778,9.8228472022,9.6082316988
"TNFRSF6B",5.4140912831,7.7249502628,6.5496410287,6.006851894,6.0586826739,6.387340411,6.1167633842,7.0655911933,6.6195672053,7.8253333522,6.2786806575,7.1596114776,9.0504357925,8.3138748441,7.4121083933,7.4772191917,9.0397165206,7.6932392177,6.2891030974,5.6139033169,5.1675020034,5.5745055994,6.3261276389,6.4848856889,6.6551701187,5.738179967,6.3005023945,6.4929618707,5.9127172632,7.6581280403,6.4704522547
"ABCF1",6.117821114,3.6955189379,6.9171683181,5.9325927978,6.0867892239,5.2674271306,3.7142549727,3.4964362597,3.8823227047,3.3124813712,4.5353311356,4.2138587187,3.3241163828,2.881485431,3.0969200701,6.0154616323,3.00191604,2.7140469546,5.2970807683,5.6506747008,7.2020845312,6.9015464133,5.3643201003,3.9322235039,5.3998635067,4.5777046034,6.165550044,3.2334517877,5.0145223609,3.4260752744,4.9820554881
"LOC100134011",8.3235586933,3.3678252022,7.7065887803,2.9771975633,6.8505599717,3.5840057019,2.7977608552,3.812795613,4.5964699462,2.3995764101,6.8251284152,7.8749654614,7.9650435329,2.3254539934,4.8796217122,6.6932244213,7.5511378922,7.1729420012,5.1243541135,6.0465892546,6.7899970033,7.5612833042,7.8810313198,2.3801578195,7.3908379458,6.741979557,8.1197818145,7.3170733114,5.0765543756,2.2279555832,7.5205399308
"DIO2",4.318106354,4.4679235447,5.9755244054,5.0241942743,4.8456747941,4.4641311674,3.6907063937,4.4600942424,4.3469515191,3.6705845921,3.963784374,3.6538355658,4.9224426331,4.526379622,4.0425549628,4.0843045125,4.5278642786,5.2613995681,5.0417895534,4.4206474519,5.738179967,4.8717352906,4.4186715128,3.818213028,4.456895145,3.7361287156,4.1129913706,4.2522027589,4.358579288,4.174889452,5.3253835963
"AP1S1",8.0225119325,10.4958066391,6.3996232367,5.6084057086,8.8719882232,10.6455989318,6.0614609871,9.9125431791,10.5403043768,9.2613960332,8.2768007549,9.7575449459,4.5973451504,11.1944032385,8.0055568513,7.4689742757,4.4900559875,10.116250604,8.1887539728,11.2483377923,7.8733409673,8.5508344201,7.0839892941,10.8245402955,10.3757200099,7.7335668806,10.5955710151,9.2180694528,9.7170793245,10.5136225359,9.6780704882
"EIF5A2",6.1076833269,7.1880974016,2.1857657261,2.2677019228,2.3801578195,5.6425304868,1.8547210929,2.7524546807,2.827759072,6.7245422805,2.2490977173,6.2805257362,2.2824837793,5.9694260547,2.3063538971,2.2077488432,1.9130541972,6.8168537376,2.3924674086,4.0288612707,2.1562548131,6.2206456067,5.7035646549,2.4585855846,3.45931382,2.0721564309,3.9085842292,2.1446294601,1.8547210929,5.1351246172,4.6432390159
"WDR13",6.4372242693,7.5899024449,6.8109685162,7.0396174216,7.2661754983,7.5101544612,6.7735733996,6.9286345184,7.3086272411,7.2228640917,7.7280986285,6.922846862,7.13504435,7.1622214434,6.729469509,7.1049084405,8.2102212093,7.4258432203,7.3666679566,6.848675948,7.9304396955,7.7067426355,7.5420253659,7.7583548114,6.5531060202,7.3217329683,6.6476346314,7.8742530267,7.2251580345,6.9436699528,7.2461856388
"TNRC18",4.5446664916,3.2301326942,4.142393844,5.4963231777,4.5477362815,4.3700566801,4.9000636728,4.2364098222,4.4780111249,4.0271295189,4.9716138627,3.9789722757,4.9859360105,2.8490568922,3.9950891343,5.1658530619,5.4903918061,4.69315184,5.4377670712,4.1235955588,4.8212871393,4.1940281782,4.9632857326,4.5111352747,4.1619973845,5.2519275038,4.7193012526,4.8164005822,4.3962710729,4.7382028212,4.1677492459
"EIF3G",9.3303816139,9.4277315674,9.290181247,9.4236102239,8.6429909068,9.4044054288,9.2749201408,9.5154240589,9.5076745906,9.4064049126,8.6980376691,9.2003431633,9.2593318195,9.3339349985,9.4777126776,9.3860047064,9.383265833,9.2359736872,9.0595778366,9.0854149675,9.4634838908,9.433312024,9.2404477038,8.9342271192,8.9381519951,8.9315736502,9.2591793818,8.6122476673,8.9122815684,9.2039023722,9.270360716
"DNAJC18",6.8714914603,7.3998478436,7.0634985312,7.3740947061,6.8962892503,6.2285531679,7.4614070363,6.8580216483,7.200559175,7.6361779471,7.6334879536,7.1345871878,3.4626193102,7.3661437103,6.8987139491,6.6025424029,2.8840541907,8.0599524332,6.3651609412,6.9063037222,7.0467708017,6.9783940295,7.3943448425,7.6119530129,7.2999853607,6.9207190667,7.0933230356,7.4549880435,7.3625326614,7.8273825821,7.7159611924
"HPS3",11.444522801,9.0074286244,11.737036976,11.2483377923,10.6190999665,10.1604890073,9.8493830079,9.727088664,10.1210230353,9.7596509136,11.0332245288,9.6141487901,9.5842581543,8.7353401727,9.4671680707,13.0473633057,9.5181255475,9.5322722175,10.7645369062,9.7541557702,12.2985811548,10.7289763644,10.4826931869,10.0937362897,10.0588080153,9.5159480019,9.3421949155,10.2392376219,11.0738344028,9.4324657415,10.7582456067
"UPK1A",10.7057747355,7.9350922723,11.0976392226,10.5142998715,9.4929609641,8.6587123393,9.1847404327,8.3273203999,7.8806405993,7.7735686826,8.0915341671,8.3782188855,9.3735502465,7.6601691865,8.7703002301,10.0830286391,9.0866082989,7.5112150824,9.5727405215,9.8483124055,10.3909604968,10.622356387,8.8779572984,8.7934328678,8.5354887145,9.2197464776,9.2195593027,8.074060685,9.2697353212,7.9520066883,8.8625199373
"ACACA",10.9892502464,10.5301182986,11.2799423223,11.3327180199,10.9945801854,10.6190999665,10.7674514155,10.8385892574,11.3130219131,11.0694562649,10.8207855952,11.0409854986,11.1441747393,10.5247292109,10.8264106913,11.0738344028,10.6912393416,10.7802847879,10.8060358714,11.134137397,11.1375708624,11.2799423223,11.1601905942,10.9503069512,10.1229737579,10.1604890073,10.376300895,10.9524542487,11.2991991863,10.8213240226,10.9840192033
